Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,SEO Title,SEO Description,Status
martiderm-amatist-day-cream-50ml,Martiderm Amatist Day Cream 50ml,"<p><p><strong> Martiderm Amatist Day Cream 50ml </strong>is a<span style=""font-size: 0.875rem;""> daily care for mature skin that improves its overall condition through a moisturizing, revitalizing, and soothing action. Inspired by the soothing benefits of Amatist stone, this unique cream contributes not only to smoother skin but also to firmer, more radiant skin. It does this through a powerful trio of active ingredients that ensures a more youthful complexion overall. </span><span style=""font-size: 0.875rem;"">On the one hand, the presence of Phyto-retinol helps reduce the appearance of wrinkles and fine lines. Meanwhile, rosehip offers antioxidant and skin-regenerating benefits, also boosting collagen production in the skin. Last but not least, Amatist Day Cream also contains hyaluronic acid, a regenerating ingredient that improves hydration levels while simultaneously preventing moisture loss.</span></p></p>",Asper Beauty,Health & Beauty > Personal Care > Cosmetics,Skin Care,"Asper Beauty, Skin Care",TRUE,Title,Default Title,,,8436589051010,100,shopify,100,deny,manual,34.90,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0306/5004/0458/files/MartidermAmatistDayCream50ml.jpg?v=1751375965,1,Martiderm Amatist Day Cream 50ml,Martiderm Amatist Day Cream 50ml,"Martiderm Amatist Day Cream 50ml is a daily care for mature skin that improves its overall condition through a moisturizing, revitalizing, and soothing action. Inspired by the soothing benefits of Amatist stone, this unique cream contributes not only to smoother skin but also to firmer, more radiant skin. It does this ",active
martiderm-the-originals-proteos-liposome-ampoules-10-x-2ml,Martiderm The Originals Proteos Liposome Ampoules 10 x 2ml,"<p><p><strong>Martiderm The Originals Proteos Liposome Ampoules 10 x 2ml</strong> is an intensive moisturizing and antioxidant treatment. Its innovative formula provides deep, long-lasting hydration without weighing the skin down, helping to balance oil production and providing a natural matte effect. Enriched with proteoglycans, these ampoules promote water retention in the skin, keeping it hydrated and revitalized throughout the day. Witch hazel extract, with astringent and soothing properties, helps to reduce pore dilation and control excess shine. In addition, the presence of pure vitamin C in liposomes guarantees a powerful antioxidant action, combating damage caused by free radicals and preventing premature skin ageing. With a fluid texture that absorbs quickly, these ampoules are perfect for those who want a boost of hydration without compromising their skin's balance. </p></p>",Asper Beauty,Health & Beauty > Personal Care > Cosmetics,Ampoules,"Asper Beauty, Ampoules",TRUE,Title,Default Title,,,8437000435105,100,shopify,100,deny,manual,20.90,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0306/5004/0458/files/proteosliposome10amp2.jpg?v=1751457883,1,Martiderm The Originals Proteos Liposome Ampoules 10 x 2ml,Martiderm The Originals Proteos Liposome Ampoules 10 x 2ml,"Martiderm The Originals Proteos Liposome Ampoules 10 x 2ml is an intensive moisturizing and antioxidant treatment. Its innovative formula provides deep, long-lasting hydration without weighing the skin down, helping to balance oil production and providing a natural matte effect. Enriched with proteoglycans, these ampou",active
qv-face-oil-free-moisturiser-for-oily-and-combination-skin-75g,Qv Face Oil Free Moisturiser For Oily And Combination Skin 75g,"<p><p><strong>Qv Face Oil Free Moisturiser For Oily And Combination Skin 75g </strong>is a <span>gentle, calming moisturiser that contains Vitamin B3 and Pro-Vitamin B5 to help keep the delicate skin of the face feeling hydrated and fresh throughout the day. It has a hydrating, oil free formula that won't block pores and is suitable for oily and acne prone skin. Minimizes shine and provides matte finish. Contains Witch Hazel and Avemide 15™ to soothe skin. It is dermatologically tested, fragrance free, color free and is suitable for sensitive skin. Especially designed for oily and combination skin. The non-comedogenic formula minimizes shine, providing a light, matte finish. Gentle, calming moisturiser that contains Vitamin B3 and Pro-Vitamin B5 to keep the delicate skin of the face feeling hydrated and fresh throughout the day.</span></p></p>",Asper Beauty,Health & Beauty > Personal Care > Cosmetics,Skin Care,"Express_Delivery, Asper Beauty, Skin Care",TRUE,Title,Default Title,,,68052,100,shopify,100,deny,manual,14.50,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0306/5004/0458/files/QvFaceOil-FreeMoisturiserForSensitiveSkin75g.jpg?v=1751288669,1,Qv Face Oil Free Moisturiser For Oily And Combination Skin 75g,Qv Face Oil Free Moisturiser For Oily And Combination Skin 75g,"Qv Face Oil Free Moisturiser For Oily And Combination Skin 75g is a gentle, calming moisturiser that contains Vitamin B3 and Pro-Vitamin B5 to help keep the delicate skin of the face feeling hydrated and fresh throughout the day. It has a hydrating, oil free formula that won't block pores and is suitable for oily and a",active
petal-fresh-tea-tree-offer,Petal Fresh Tea Tree Offer,"<p><p><strong>Petal Fresh Tea Tree Shampoo Scalp Treatment 475ml </strong>Helps treat <strong>itchiness</strong> <strong>&amp; discomfort</strong> on the scalp.<br>Nourishes the scalp, encouraging healthy &amp; shiny strands.<br>Infused with essential oils.<br>No harsh preservatives, parabens nor GMO’s. Safe for colored hair. Vegan &amp; cruelty-free.</p></p>",Asper Beauty,Health & Beauty > Personal Care > Cosmetics,Offer,"Asper Beauty, Offer",TRUE,Title,Default Title,,,713708721220,100,shopify,100,deny,manual,16.00,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0306/5004/0458/files/Petal_Fresh_Tea_Tree_Offer.jpg?v=1751716704,1,Petal Fresh Tea Tree Offer,Petal Fresh Tea Tree Offer,"Petal Fresh Tea Tree Shampoo Scalp Treatment 475ml Helps treat itchiness &amp; discomfort on the scalp. Nourishes the scalp, encouraging healthy &amp; shiny strands. Infused with essential oils. No harsh preservatives, parabens nor GMO’s. Safe for colored hair. Vegan &amp; cruelty-free.",active
dsquared2-potion-man-eau-de-parfum-50ml,Dsquared2 Potion Man Eau De Parfum 50ml,<p><p><strong>Dsquared2 Potion Man Eau De Parfum 50ml</strong></p></p>,Asper Beauty,Health & Beauty > Personal Care > Cosmetics,Fragrance,"Asper Beauty, Fragrance",TRUE,Title,Default Title,,,8011530908935,100,shopify,100,deny,manual,54.00,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0306/5004/0458/files/DSQUARED2POTIONMANEAUDEPARFUM50ML.jpg?v=1689274845,1,Dsquared2 Potion Man Eau De Parfum 50ml,Dsquared2 Potion Man Eau De Parfum 50ml,Dsquared2 Potion Man Eau De Parfum 50ml,active
clarins-gentle-refiner-exfoliating-cream-with-microbeads-50ml,Clarins Gentle Refiner Exfoliating Cream With Microbeads 50ml,"<p><p><strong>Clarins Gentle Refiner Exfoliating Cream With Microbeads 50ml</strong> i<span data-mce-fragment=""1"">t’s good to glow! Clarins Exfoliating Cream with Microbeads has a dual-action formula containing two types of microbeads to exfoliate and polish the skin. The creamy texture gently scrubs away impurities and dead skin cells, and tightens pores. Skin emerges fresh, smooth and refined. Applying this exfoliating cream twice a week delivers the most radiant results.</span></p></p>",Asper Beauty,Health & Beauty > Personal Care > Cosmetics,Skin Care,"Asper Beauty, Skin Care",TRUE,Title,Default Title,,,3380810182972,100,shopify,100,deny,manual,41.00,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0306/5004/0458/files/CLARINSGENTLEREFINEREXFOLIATINGCREAMWITHMICROBEADS50ML.jpg?v=1686992134,1,Clarins Gentle Refiner Exfoliating Cream With Microbeads 50ml,Clarins Gentle Refiner Exfoliating Cream With Microbeads 50ml,"Clarins Gentle Refiner Exfoliating Cream With Microbeads 50ml i t’s good to glow! Clarins Exfoliating Cream with Microbeads has a dual-action formula containing two types of microbeads to exfoliate and polish the skin. The creamy texture gently scrubs away impurities and dead skin cells, and tightens pores. Skin emerge",active
geske-magnetic-usb-cable,Geske Magnetic USB Cable,"<p><p><strong>Geske Magnetic USB Cable </strong><span>in case you lose or damage the original cable, you can easily purchase a replacement part to continue using your GESKE device. It is important that you only use the advanced switching charger and cables provided by us. Attempting to use any other charger or cables may damage your device’s battery.</span></p></p>",Asper Beauty,Health & Beauty > Personal Care > Cosmetics,Accessories,"Asper Beauty, Accessories",TRUE,Title,Default Title,,,ASPER-1769145122769-25192,100,shopify,100,deny,manual,400.00,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0306/5004/0458/files/GeskeMagneticUSBCable.jpg?v=1751879811,1,Geske Magnetic USB Cable,Geske Magnetic USB Cable,"Geske Magnetic USB Cable in case you lose or damage the original cable, you can easily purchase a replacement part to continue using your GESKE device. It is important that you only use the advanced switching charger and cables provided by us. Attempting to use any other charger or cables may damage your device’s batte",active
heliocare-ultra-90-gel-spf-50-sunblock-50ml-offer-buy-1-get-1-free,Heliocare Ultra 90 Gel Spf 50+ Sunblock 50ml Offer Buy 1 Get 1 Free,"<p><p><strong>Heliocare Ultra 90 Gel Spf 50+ Sunblock 50ml Offer Buy 1 Get 1 Free </strong>its rapid absorption, noncomedogenic, lightweight texture is perfect for all skin types, especially mixed or oily. It does not dry or leave white residue or mask effect on skin. Very high protection formulated with Fernblock, sunscreens and repairing and antioxidant active ingredients, which protects, neutralizes and repairs sun damage. Specially designed for paler skin types or periods of increased exposure and sun intensity. Tested under dermatological control.<strong></strong></p></p>",Asper Beauty,Health & Beauty > Personal Care > Cosmetics,Sunscreen,"Express_Delivery, Asper Beauty, Sunscreen",TRUE,Title,Default Title,,,8436574361056,100,shopify,100,deny,manual,24.90,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0306/5004/0458/files/HeliocareUltra90GelSpf50_Sunblock50mlOfferBuy1Get1Free.jpg?v=1751893293,1,Heliocare Ultra 90 Gel Spf 50+ Sunblock 50ml Offer Buy 1 Get 1 Free,Heliocare Ultra 90 Gel Spf 50+ Sunblock 50ml Offer Buy 1 Get 1 Free,"Heliocare Ultra 90 Gel Spf 50+ Sunblock 50ml Offer Buy 1 Get 1 Free its rapid absorption, noncomedogenic, lightweight texture is perfect for all skin types, especially mixed or oily. It does not dry or leave white residue or mask effect on skin. Very high protection formulated with Fernblock, sunscreens and repairing a",active
olaplex-n5-leave-in-moisturize-mend-leave-in-conditioner-100ml,Olaplex Nº.5 Leave-in Moisturize & Mend Leave-in Conditioner 100ml,"<p><p><strong>Olaplex Nº.5 Leave-in Moisturize &amp; Mend Leave-in Conditioner 100ml </strong>is a leave-in moisturizer with a creamy texture that provides deep hydration without weighing the hair down. Its reparative formula instantly targets split ends and damaged strands, leaving hair visibly healthier and noticeably softer from the first use. It also offers heat protection up to 450°F (232°C), making it an ideal choice for dry hair in need of intense moisture and care.</p></p>",Asper Beauty,Health & Beauty > Personal Care > Cosmetics,Skin Care,"Express_Delivery, Asper Beauty, Skin Care",TRUE,Title,Default Title,,,850056933285,100,shopify,100,deny,manual,27.00,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0306/5004/0458/files/OlaplexN_.5Leave-inMoisturize_MendLeave-inConditioner100ml.jpg?v=1751894132,1,Olaplex Nº.5 Leave-in Moisturize & Mend Leave-in Conditioner 100ml,Olaplex Nº.5 Leave-in Moisturize & Mend Leave-in Conditioner 100ml,"Olaplex Nº.5 Leave-in Moisturize &amp; Mend Leave-in Conditioner 100ml is a leave-in moisturizer with a creamy texture that provides deep hydration without weighing the hair down. Its reparative formula instantly targets split ends and damaged strands, leaving hair visibly healthier and noticeably softer from the first",active
clarins-mineral-facial-sun-care-liquid-uvauvb-30-30ml,Clarins Mineral Facial Sun Care Liquid Uva/uvb 30 30ml,"<p><p><strong>Clarins Mineral Facial Sun Care Liquid Uva/uvb 30 30ml </strong>t<span data-mce-fragment=""1"">he sunscreen fluid in practical handbag format offers anti-oxidative protection for the sensitive, especially exposed skin areas.</span></p></p>",Asper Beauty,Health & Beauty > Personal Care > Cosmetics,Sunscreen,"Asper Beauty, Sunscreen",TRUE,Title,Default Title,,,3380810304817,100,shopify,100,deny,manual,36.00,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0306/5004/0458/files/CLARINSMINERALFACIALSUNCARELIQUIDUVAUVB3030ML.jpg?v=1685270540,1,Clarins Mineral Facial Sun Care Liquid Uva/uvb 30 30ml,Clarins Mineral Facial Sun Care Liquid Uva/uvb 30 30ml,"Clarins Mineral Facial Sun Care Liquid Uva/uvb 30 30ml t he sunscreen fluid in practical handbag format offers anti-oxidative protection for the sensitive, especially exposed skin areas.",active
chicco-nappy-cream-in-jar-200ml,Chicco Nappy Cream In Jar 200ml,"<p><p><strong>Chicco Nappy Cream In Jar 200ml </strong>is a <span>gentle baby nappy cream by Chicco that can be used daily to moisturize your child's skin at every diaper change, after a bath or whenever needed. Being a clinically tested product, it can be used safely on sensitive skin to keep it soft and smooth.</span></p></p>",Asper Beauty,Health & Beauty > Personal Care > Cosmetics,Skin Care,"Asper Beauty, Skin Care",TRUE,Title,Default Title,,,8058664026975,100,shopify,100,deny,manual,830.00,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0306/5004/0458/files/ChiccoNappyCreamInJar200ml.jpg?v=1751964147,1,Chicco Nappy Cream In Jar 200ml,Chicco Nappy Cream In Jar 200ml,"Chicco Nappy Cream In Jar 200ml is a gentle baby nappy cream by Chicco that can be used daily to moisturize your child's skin at every diaper change, after a bath or whenever needed. Being a clinically tested product, it can be used safely on sensitive skin to keep it soft and smooth.",active
chicco-bm-body-wash-and-shampoo-500ml,Chicco BM Body Wash And Shampoo 500ml,"<p><p><strong>Chicco BM Body Wash And Shampoo 500ml </strong><span>cleanses baby’s fine hair and delicate skin in one simple step. Formulated with 92% plant-based ingredients, it helps maintain the hydrolipidic balance of your baby’s sensitive skin and scalp. Enriched with calendula extract, known for its emollient properties, and vegetable glycerin to deeply soften and nourish delicate skin. Dermatologically and ophthalmologically tested. Tear-free formula.</span></p></p>",Asper Beauty,Health & Beauty > Personal Care > Cosmetics,Hair Care,"Asper Beauty, Hair Care",TRUE,Title,Default Title,,,8058664138425,100,shopify,100,deny,manual,975.00,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0306/5004/0458/files/ChiccoBMBodyWashAndShampoo500ml.jpg?v=1751965040,1,Chicco BM Body Wash And Shampoo 500ml,Chicco BM Body Wash And Shampoo 500ml,"Chicco BM Body Wash And Shampoo 500ml cleanses baby’s fine hair and delicate skin in one simple step. Formulated with 92% plant-based ingredients, it helps maintain the hydrolipidic balance of your baby’s sensitive skin and scalp. Enriched with calendula extract, known for its emollient properties, and vegetable glycer",active
chicco-bm-gentle-body-wash-and-shampoo-200ml,Chicco BM Gentle Body Wash And Shampoo 200ml,"<p><p><strong>Chicco BM Gentle Body Wash And Shampoo 200ml </strong>gently cleanses the baby’s skin from the very first bath thanks to the soothing properties of oats. Soothing and emollient, Chicco Baby Moments Delicate Body and Hair Bath does not irritate the eyes and is dermatological and ophthalmologically tested. Chicco Baby Moments Delicate Body and Hair Bath respect the hydrophilic balance of the delicate skin and hair of newborns.</p></p>",Asper Beauty,Health & Beauty > Personal Care > Cosmetics,Hair Care,"Asper Beauty, Hair Care",TRUE,Title,Default Title,,,8058664138449,100,shopify,100,deny,manual,575.00,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0306/5004/0458/files/ChiccoBMGentleBodyWashAndShampoo200ml.jpg?v=1751965408,1,Chicco BM Gentle Body Wash And Shampoo 200ml,Chicco BM Gentle Body Wash And Shampoo 200ml,"Chicco BM Gentle Body Wash And Shampoo 200ml gently cleanses the baby’s skin from the very first bath thanks to the soothing properties of oats. Soothing and emollient, Chicco Baby Moments Delicate Body and Hair Bath does not irritate the eyes and is dermatological and ophthalmologically tested. Chicco Baby Moments Del",active
huggies-extra-care-newborn-size-2-4-6-kg-21-diapers,"Huggies Extra Care Newborn ( Size 2 , 4-6 kg ) 21 Diapers","<p><p><strong>Huggies Extra Care Newborn ( Size 2 , 4-6 kg ) 21 Diapers </strong><span> are the ultimate choice for your little one's delicate skin. These premium Huggies diapers are specially designed for newborn babies weighing up to 5 kg. They are gentle enough to be used the day after birth. Dermatologist approved and crafted with gentle skin care in mind, these diapers offer exceptional comfort and protection for your newborn. The unique soft pillows in these nappies are designed to absorb liquids in seconds. They keep your baby dry and ensure comfort at all times. No more wetness against the skin, just softness and protection at every touch. Forget about messy accidents with these diapers that feature a special waistband pocket. It effectively prevents leakage and protects your baby, ensuring they stay dry and comfortable, day and night. With the innovative wetness indicator, you can easily tell when it's time for a diaper change. The indicator changes color when wet, providing a signal that helps you keep your baby's skin fresh and clean. We understand the importance of allowing your baby's skin to breathe. That's why our nappies are made with a porous material that promotes airflow. They reduce the risk of irritation and keep your little one's skin healthy and happy. Huggies Extra Care Newborn disposable diapers are easy to pack and are portable. They make an essential addition to your baby's diaper bag or baby care kit. At Huggies, since 1968, we've believed in keeping your baby's skin clean, healthy, and soft. Our path-breaking innovations in infant care have helped generations of toddlers stay clean and healthy. With the Huggies Extra Care Newborn Diapers, you can rest assured knowing you've chosen the best for your precious bundle of joy. Discover our full range of Huggies baby items such as wet wipes, diapers in all sizes, and swim nappies for little swimmers. Huggies is always there for every stage of your baby's development. It is the perfect choice for your child when it comes to protection you can trust.</span></p></p>",Asper Beauty,Health & Beauty > Personal Care > Cosmetics,Diaper,"Express_Delivery, Asper Beauty, Diaper",TRUE,Title,Default Title,,,6281005800879,100,shopify,100,deny,manual,530.00,580.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0306/5004/0458/files/HuggiesExtraCareNewborn_Size2_4-6kg_21Diapers.jpg?v=1757491735,1,"Huggies Extra Care Newborn ( Size 2 , 4-6 kg ) 21 Diapers","Huggies Extra Care Newborn ( Size 2 , 4-6 kg ) 21 Diapers","Huggies Extra Care Newborn ( Size 2 , 4-6 kg ) 21 Diapers are the ultimate choice for your little one's delicate skin. These premium Huggies diapers are specially designed for newborn babies weighing up to 5 kg. They are gentle enough to be used the day after birth. Dermatologist approved and crafted with gentle skin c",active
m-free-insect-repellent-spray-lotion-80ml,M-Free Insect Repellent Spray Lotion 80ml,"<p><p><strong>M-Free Insect Repellent Spray Lotion 80ml </strong>is an i<span>nsect repellent spray lotion based on a special combination of essential oils of Lemon Eucalyptus, citronella, mint and clove. Repels mosquitoes (including TIGER mosquito and all mosquitoes which may carry West Nile virus etc.), ticks and midges. Gives friendly and long lasting natural protection (up to 5 hours) for peaceful summer nights. Has a pleasant scent while gives moisture and elasticity to the skin due to provitamin B5 and allantoin.</span></p></p>",Asper Beauty,Health & Beauty > Personal Care > Cosmetics,Body Care,"Asper Beauty, Body Care",TRUE,Title,Default Title,,,ASPER-1769145122770-25265,100,shopify,100,deny,manual,750.00,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0306/5004/0458/files/M-FreeInsectRepellentSprayLotion80ml.jpg?v=1752057291,1,M-Free Insect Repellent Spray Lotion 80ml,M-Free Insect Repellent Spray Lotion 80ml,"M-Free Insect Repellent Spray Lotion 80ml is an i nsect repellent spray lotion based on a special combination of essential oils of Lemon Eucalyptus, citronella, mint and clove. Repels mosquitoes (including TIGER mosquito and all mosquitoes which may carry West Nile virus etc.), ticks and midges. Gives friendly and long",active
skala-abacate-conditioner-325ml,Skala Abacate Conditioner 325ml,"<p><p><strong>Skala Abacate Conditioner 325ml </strong>castor oil helps in hair growth, The avocado, a fruit that is cultivated throughout Brazil, helps in the treatment of hair loss strengthening and providing softness and hydration. Your hair stronger and hydrated.<strong></strong></p></p>",Asper Beauty,Health & Beauty > Personal Care > Cosmetics,Hair Care,"Asper Beauty, Hair Care",TRUE,Title,Default Title,,,ASPER-1769145122770-25266,100,shopify,100,deny,manual,600.00,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0306/5004/0458/files/SkalaAvocadoConditioner325ml_5e32d022-5f90-44a7-9b7a-0b894caf6b05.jpg?v=1752137933,1,Skala Abacate Conditioner 325ml,Skala Abacate Conditioner 325ml,"Skala Abacate Conditioner 325ml castor oil helps in hair growth, The avocado, a fruit that is cultivated throughout Brazil, helps in the treatment of hair loss strengthening and providing softness and hydration. Your hair stronger and hydrated.",active
vichy-dercos-anti-dandruff-shampoo-for-sensitive-scalp-200ml,Vichy Dercos Anti Dandruff Shampoo for Sensitive Scalp 200ml,"<p><p><strong>Vichy Dercos Anti-Dandruff shampoo for Sensitive hair</strong>. Designed with sulfate-free technology for sensitive scalp that soothes the scalp while acting on eliminating 100% dandruff from first use with 6-week anti-relapse action for long-lasting dandruff control. Suitable for daily use, this lightweight shampoo works to eliminate visible dandruff, providing anti-dandruff protection. Enriched with Selenium DS, the shampoo has an anti-fungal effect, helping to reduce redness and irritation on the scalp by combatting the growth of infection. Also infused with Ceramides, the formula helps to rebuild and strengthen the skin’s natural barriers, working to repair and protect the scalp while locking in moisture. This helps to combat itchiness and irritation, as well as offering antioxidant protection to shield the scalp from harmful environmental aggressors. Finally, Methanol leaves the hair purified and detoxified from root to tip, combatting excess oiliness and sebum production. You’ll be able to enjoy long-lasting comfort throughout the day from wash to wash. The formula is gentle enough to use daily or as often as needed.<strong></strong></p></p>",Asper Beauty,Health & Beauty > Personal Care > Cosmetics,Hair Care,"Asper Beauty, Hair Care",TRUE,Title,Default Title,,,ASPER-1769145122771-25278,100,shopify,100,deny,manual,16.80,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0306/5004/0458/files/VichyDercosAntiDandruffShampooforSensitiveScalp200ml.jpg?v=1704703370,1,Vichy Dercos Anti Dandruff Shampoo for Sensitive Scalp 200ml,Vichy Dercos Anti Dandruff Shampoo for Sensitive Scalp 200ml,"Vichy Dercos Anti-Dandruff shampoo for Sensitive hair . Designed with sulfate-free technology for sensitive scalp that soothes the scalp while acting on eliminating 100% dandruff from first use with 6-week anti-relapse action for long-lasting dandruff control. Suitable for daily use, this lightweight shampoo works to e",active
clarins-relax-bath-shower-gel-200ml,Clarins Relax Bath & Shower Gel 200ml,"<p><p><strong>Clarins Relax Bath &amp; Shower Gel 200ml</strong> tension-melting gel body wash that leaves every inch of skin soft, clean, and beautifully conditioned. Soothes the senses with the new, stress-relieving scent of Lavender and Orange Flower—plus the comforting aromatic essential oils of Basil, Bitter Orange, Organic Geranium, Organic Camomile, and Organic Elderberry extract. Sensorial gel formula water-activates into a fine, lightweight foam that rinses easily—leaving skin soft, smooth, and lightly perfumed with a refreshing, woody-floral scent. Silky lather is gentle enough for the most sensitive skin.</p></p>",Asper Beauty,Health & Beauty > Personal Care > Cosmetics,Shower Gel,"Asper Beauty, Shower Gel",TRUE,Title,Default Title,,,3666057031281,100,shopify,100,deny,manual,34.00,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0306/5004/0458/files/ClarinsRelaxBath_ShowerGel200ml.jpg?v=1708507734,1,Clarins Relax Bath & Shower Gel 200ml,Clarins Relax Bath & Shower Gel 200ml,"Clarins Relax Bath &amp; Shower Gel 200ml tension-melting gel body wash that leaves every inch of skin soft, clean, and beautifully conditioned. Soothes the senses with the new, stress-relieving scent of Lavender and Orange Flower—plus the comforting aromatic essential oils of Basil, Bitter Orange, Organic Geranium, Or",active
bioderma-atoderm-nutritive-nourishing-cream-40ml,Bioderma Atoderm Nutritive Nourishing Cream 40ml,"<p><p><strong>Bioderma Atoderm Nutritive Nourishing Cream 40ml </strong>is <span>a nourishing cream for dry and weakened skin. The nourishing face cream has been created for dry and prone to atopy skin. Ideal for daily care of sensitive skin, immunizing it for lesions and the impact of weather conditions. It is a comprehensive moisturizing treatment for very dry skin. All this thanks to a number of nutritious and moisturizing ingredients such as shea butter, glycerin or avocado extract. The cream has a light texture, is odorless and hypoallergenic, therefore it is ideal for everyday use. It can also be used as a makeup base.</span></p></p>",Asper Beauty,Health & Beauty > Personal Care > Cosmetics,Skin Care,"Asper Beauty, Skin Care",TRUE,Title,Default Title,,,3401399373008,100,shopify,100,deny,manual,15.00,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0306/5004/0458/files/BiodermaAtodermNutritiveNourishingCream40ml.jpg?v=1752324362,1,Bioderma Atoderm Nutritive Nourishing Cream 40ml,Bioderma Atoderm Nutritive Nourishing Cream 40ml,"Bioderma Atoderm Nutritive Nourishing Cream 40ml is a nourishing cream for dry and weakened skin. The nourishing face cream has been created for dry and prone to atopy skin. Ideal for daily care of sensitive skin, immunizing it for lesions and the impact of weather conditions. It is a comprehensive moisturizing treatme",active
sorento-aqueous-hand-and-body-moisturizing-cream-500ml,Sorento Aqueous Hand And Body Moisturizing Cream 500ml,<p><p><strong>Sorento Aqueous Hand And Body Moisturizing Cream 500ml </strong>is a hand and body moisturizer suitable for dry &amp; sensitive chapped skin. It provides optimal skin hydration and intense soothing power.</p></p>,Asper Beauty,Health & Beauty > Personal Care > Cosmetics,Skin Care,"Express_Delivery, Asper Beauty, Skin Care",TRUE,Title,Default Title,,,6253810600678,100,shopify,100,deny,manual,800.00,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0306/5004/0458/files/SorentoAqueousHandAndBodyMoisturizingCream500ml.jpg?v=1752390521,1,Sorento Aqueous Hand And Body Moisturizing Cream 500ml,Sorento Aqueous Hand And Body Moisturizing Cream 500ml,Sorento Aqueous Hand And Body Moisturizing Cream 500ml is a hand and body moisturizer suitable for dry &amp; sensitive chapped skin. It provides optimal skin hydration and intense soothing power.,active
pampers-ultimate-comfort-size-1-50-diapers,Pampers Ultimate Comfort Size 1 50 Diapers,"<p><p><strong>Pampers Ultimate Comfort Size 1 50 Diapers</strong> which are designed to provide soft and comfortable skin protection for your baby. These diapers are differentiated by their always-absorbent lining, which feels silky soft against your baby's skin while absorbing away dampness and runny mess. They also come with excellent leakage prevention. Notifies you when it's time for a diaper change and gets blue when your kid wets his or her diaper.<strong></strong></p></p>",Asper Beauty,Health & Beauty > Personal Care > Cosmetics,Diaper,"Express_Delivery, Asper Beauty, Diaper",TRUE,Title,Default Title,,,8700216575959,100,shopify,100,deny,manual,950.00,11.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0306/5004/0458/files/pampersultimatecomfortsize150.jpg?v=1748093140,1,Pampers Ultimate Comfort Size 1 50 Diapers,Pampers Ultimate Comfort Size 1 50 Diapers,"Pampers Ultimate Comfort Size 1 50 Diapers which are designed to provide soft and comfortable skin protection for your baby. These diapers are differentiated by their always-absorbent lining, which feels silky soft against your baby's skin while absorbing away dampness and runny mess. They also come with excellent leak",active
pampers-ultimate-comfort-size-2-46-diapers,Pampers Ultimate Comfort Size 2 46 Diapers,"<p><p><strong>Pampers Ultimate Comfort Size 2 46 Diapers</strong> extra absorbent channels Stretchy sides Wetness indicator Silky softness Navel friendly shape The first and only diaper with new absorbent channels that help distribute wetness evenly for up to 12 hours of dryness. Designed with a special silky-soft material, it's gentle on the skin and still super effective in keeping wetness and irritation at bay. So, no more sagging and no more leakage, only superior comfort for your precious little one. Benefits: 2 Stretchy Sides: For comfort and leakage protection Baby Lotion: Helps protect your baby's delicate skin Wetness Indicator: Turns blue to show when your baby wets his diaper Navel Friendly Shape: Designed for baby first days How to Use: Easy to wear and change. Each for single use.</p></p>",Asper Beauty,Health & Beauty > Personal Care > Cosmetics,Diaper,"Express_Delivery, Asper Beauty, Diaper",TRUE,Title,Default Title,,,6251040018546,100,shopify,100,deny,manual,1000.00,11.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0306/5004/0458/files/PampersUltimateComfortSize246Diapers.jpg?v=1748093618,1,Pampers Ultimate Comfort Size 2 46 Diapers,Pampers Ultimate Comfort Size 2 46 Diapers,"Pampers Ultimate Comfort Size 2 46 Diapers extra absorbent channels Stretchy sides Wetness indicator Silky softness Navel friendly shape The first and only diaper with new absorbent channels that help distribute wetness evenly for up to 12 hours of dryness. Designed with a special silky-soft material, it's gentle on th",active
